stream,year,date,doy,rm_upper,rm_lower,rm_length,redds,survey_type,flow,method
Union River,2017,2017-04-27,117,1.7,0.3,1.4,0,INDX,Medium-low,FOOT
Union River,2017,2017-04-27,117,3,1.7,1.3,0,INDX,Medium-low,FOOT
Union River,2017,2017-04-27,117,4,3,1,0,INDX,Medium-low,FOOT
Little Quilcene River,2017,2017-03-01,60,4.3,3,1.3,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-03-01,60,3,1.8,1.2,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-08,128,5.4,4.3,1.1,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-08,128,4.3,3,1.3,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-08,128,3,1.8,1.2,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-08,128,1.8,0.8,1,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-08,128,0.8,0,0.8,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-25,145,5.4,4.3,1.1,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-25,145,4.3,3,1.3,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-25,145,3,1.8,1.2,0,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-05-25,145,1.8,0.8,1,0,INDX,Medium-high,FOOT
Duckabush River,2017,2017-03-08,67,2.3,1.1,1.2,0,INDX,Medium-low,RAFT
Duckabush River,2017,2017-03-08,67,1.1,0,1.1,0,INDX,Medium-low,RAFT
Duckabush River,2017,2017-04-27,117,1.1,0,1.1,0,INDX,Medium,RAFT
Hatchery Creek (Duck trib),2017,2017-04-27,117,0.1,0,0.1,0,INDX,Medium,FOOT
Hatchery Creek (Duck trib),2017,2017-05-09,129,0.1,0,0.1,0,INDX,Medium,FOOT
Duckabush River,2017,2017-05-17,137,2.8,2.7,0.1,0,INDX,Medium,FOOT
Hatchery Creek (Duck trib),2017,2017-05-17,137,0.1,0,0.1,0,INDX,Medium,FOOT
Duckabush River,2017,2017-06-02,153,2.3,1.1,1.2,0,INDX,Medium,RAFT
Duckabush River,2017,2017-06-02,153,1.1,0,1.1,0,INDX,Medium,RAFT
Hatchery Creek (Duck trib),2017,2017-06-02,153,0.1,0,0.1,0,INDX,Medium,FOOT
Duckabush River,2017,2017-06-12,163,2.7,2.3,0.4,0,INDX,Medium,FOOT
Duckabush River,2017,2017-06-12,163,1.1,0,1.1,0,INDX,Medium,RAFT
Hatchery Creek (Duck trib),2017,2017-06-12,163,0.1,0,0.1,0,INDX,Medium-low,FOOT
"Skokomish River, MS",2017,2017-05-10,130,5.8,3.6,2.2,0,INDX,Medium-high,RAFT
"Skokomish River, MS",2017,2017-05-10,130,3.6,2.1,1.5,0,INDX,Medium-high,RAFT
"Skokomish River, MS",2017,2017-05-18,138,3.6,2.1,1.5,0,INDX,Medium-high,RAFT
"Skokomish River, SF",2017,2017-05-26,146,0.8,0,0.8,0,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-05-26,146,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, SF",2017,2017-06-06,157,0.8,0,0.8,0,INDX,Medium,RAFT
"Skokomish River, SF",2017,2017-06-07,158,9,8,1,0,INDX,Medium,FOOT
"Skokomish River, MS",2017,2017-06-06,157,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-06-06,157,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-06-06,157,5.8,3.6,2.2,0,INDX,Medium,RAFT
Snow Creek,2017,2017-02-07,38,0.8,0,0.8,0,INDX,Medium,FOOT
Snow Creek,2017,2017-04-05,95,0.8,0,0.8,0,INDX,Medium,FOOT
Snow Creek,2017,2017-05-29,149,0.8,0,0.8,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-03-01,60,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-03-08,67,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-03-08,67,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-03-27,86,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-07-28,209,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-05,95,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-19,109,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-26,116,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-19,109,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-26,116,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-27,117,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-18,138,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-04,124,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-10,130,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-24,144,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-31,151,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-31,151,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-11,131,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-24,144,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-31,151,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-06-14,165,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-06-20,171,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-06-29,180,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-06-14,165,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-06-20,171,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-06-29,180,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-06-22,173,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-06-29,180,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-06-07,158,15.6,13.3,2.3,0,INDX,Low,FOOT
"Skokomish River, NF",2017,2017-06-16,167,15.6,13.3,2.3,0,INDX,Low,FOOT
"Skokomish River, NF",2017,2017-06-22,173,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-06-29,180,15.6,13.3,2.3,0,INDX,Medium,FOOT
Hatchery Creek (Duck trib),2017,2017-02-23,54,0.1,0,0.1,0,INDX,Medium,FOOT
Hatchery Creek (Duck trib),2017,2017-03-08,67,0.1,0,0.1,0,INDX,Medium,FOOT
Duckabush River,2017,2017-02-23,54,2.7,2.3,0.4,0,INDX,High,FOOT
Duckabush River,2017,2017-03-08,67,2.7,2.3,0.4,0,INDX,High,FOOT
Duckabush River,2017,2017-03-08,67,4.4,2.7,1.7,0,INDX,High,FOOT
Duckabush River,2017,2017-04-15,105,2.7,2.3,0.4,0,INDX,High,FOOT
Duckabush River,2017,2017-04-20,110,4.4,2.7,1.7,0,INDX,High,FOOT
Duckabush River,2017,2017-04-20,110,6,4.8,1.2,0,INDX,High,FOOT
Duckabush River,2017,2017-04-25,115,2.3,1.1,1.2,0,INDX,High,FOOT
Duckabush River,2017,2017-05-03,123,2.3,1.1,1.2,0,INDX,High,FOOT
Duckabush River,2017,2017-05-04,124,4.4,2.7,1.7,0,INDX,High,FOOT
Duckabush River,2017,2017-05-04,124,6,4.8,1.2,0,INDX,High,FOOT
Duckabush River,2017,2017-05-18,138,4.4,2.7,1.7,0,INDX,High,FOOT
Duckabush River,2017,2017-05-18,138,6,4.8,1.2,0,INDX,High,FOOT
Duckabush River,2017,2017-06-15,166,4.4,2.7,1.7,0,INDX,High,FOOT
Duckabush River,2017,2017-06-15,166,6,4.8,1.2,0,INDX,High,FOOT
Dewatto River,2017,2017-02-16,47,1.8,1.8,0,0,SPOT,High,FOOT
Dewatto River,2017,2017-03-14,73,1.8,1.8,0,0,SPOT,High,FOOT
Dewatto River,2017,2017-03-16,75,1.8,1.8,0,0,SPOT,High,FOOT
Dewatto River,2017,2017-03-31,90,1.8,1.8,0,0,SPOT,Medium-high,FOOT
Tahuya River,2017,2017-03-09,68,2.6,2.6,0,0,SPOT,High,FOOT
Tahuya River,2017,2017-03-14,73,7.5,7.5,0,0,SPOT,High,FOOT
Tahuya River,2017,2017-03-16,75,7.5,7.5,0,0,SPOT,High,FOOT
Tahuya River,2017,2017-03-31,90,2.6,2.6,0,0,SPOT,Medium-high,FOOT
Tahuya River,2017,2017-04-05,95,2.6,2.6,0,0,SPOT,High,FOOT
Union River,2017,2017-03-03,62,1,1,0,0,SPOT,High,FOOT
Union River,2017,2017-03-09,68,0.3,0.3,0,0,SPOT,Medium-high,FOOT
Union River,2017,2017-03-14,73,0.3,0.3,0,0,SPOT,High,FOOT
Union River,2017,2017-03-16,75,0.3,0.3,0,0,SPOT,High,FOOT
Union River,2017,2017-03-31,90,1.9,1.9,0,0,SPOT,Medium-high,FOOT
Union River,2017,2017-04-05,95,0.3,0.3,0,0,SPOT,Medium-high,FOOT
Little Quilcene River,2017,2017-03-01,60,1.8,0.8,1,0,SPOT,Medium-high,FOOT
Little Quilcene River,2017,2017-03-15,74,1.8,1.75,0.05,0,SPOT,High,FOOT
Little Quilcene River,2017,2017-03-24,83,1.8,1.75,0.05,0,SPOT,High,FOOT
Little Quilcene River,2017,2017-04-07,97,1.8,1.75,0.05,0,SPOT,High,FOOT
Little Quilcene River,2017,2017-04-14,104,0.85,0.8,0.05,0,SPOT,High,FOOT
Little Quilcene River,2017,2017-05-25,145,0.8,0,0.8,0,SPOT,Medium-high,FOOT
Duckabush River,2017,2017-02-01,32,2.8,2.7,0.1,0,UNKN,Medium-low,FOOT
Duckabush River,2017,2017-02-01,32,2.7,2.3,0.4,0,UNKN,Medium-low,FOOT
Duckabush River,2017,2017-02-09,40,2.3,1.1,1.2,0,SPOT,Flooding,UNKN
Duckabush River,2017,2017-03-22,81,2.3,1.1,1.2,0,UNKN,High,RAFT
Duckabush River,2017,2017-03-29,88,2.3,1.1,1.2,0,SPOT,Medium-high,RAFT
Duckabush River,2017,2017-04-05,95,2.3,1.1,1.2,0,UNKN,Medium-high,RAFT
Duckabush River,2017,2017-04-12,102,2.3,1.1,1.2,0,UNKN,Medium-high,RAFT
Duckabush River,2017,2017-06-02,153,2.8,2.7,0.1,0,UNKN,Medium,FOOT
Duckabush River,2017,2017-06-02,153,2.5,2.3,0.2,0,SPOT,Medium,RAFT
"Skokomish River, SF",2017,2017-03-23,82,0.8,0,0.8,0,SPOT,High,RAFT
"Skokomish River, MS",2017,2017-03-23,82,9,2.1,6.9,0,UNKN,High,RAFT
"Skokomish River, SF",2017,2017-03-30,89,0.8,0,0.8,0,SPOT,Flooding,RAFT
"Skokomish River, MS",2017,2017-03-30,89,9,2.1,6.9,0,UNKN,Flooding,RAFT
"Skokomish River, SF",2017,2017-04-06,96,0.8,0,0.8,0,SPOT,High,RAFT
"Skokomish River, MS",2017,2017-04-06,96,9,2.1,6.9,0,SPOT,High,RAFT
"Skokomish River, SF",2017,2017-04-20,110,0.8,0,0.8,0,SPOT,High,RAFT
"Skokomish River, MS",2017,2017-04-20,110,9,2.1,6.9,0,UNKN,High,RAFT
"Skokomish River, SF",2017,2017-04-27,117,0.8,0,0.8,0,SPOT,High,RAFT
"Skokomish River, SF",2017,2017-05-05,125,0.8,0,0.8,0,SPOT,High,RAFT
"Skokomish River, MS",2017,2017-04-27,117,9,2.1,6.9,0,UNKN,High,RAFT
"Skokomish River, MS",2017,2017-05-05,125,9,2.1,6.9,0,SPOT,High,RAFT
Snow Creek,2017,2017-02-17,48,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-02-27,58,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-03-06,65,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-03-16,75,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-03-26,85,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-04-15,105,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-04-25,115,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-05-05,125,0.8,0,0.8,0,SPOT,High,FOOT
Snow Creek,2017,2017-05-15,135,0.8,0,0.8,0,SPOT,High,FOOT
"Skokomish River, MS",2017,2017-08-17,229,8,6.3,1.7,0,INDX,Low,RAFT
Big Beef Creek,2017,2017-01-31,31,2.8,0,2.8,1,INDX,Medium,FOOT
Big Beef Creek,2017,2017-02-28,59,2.8,0,2.8,1,INDX,Medium,FOOT
Big Beef Creek,2017,2017-01-23,23,3.4,0.1,3.3,1,INDX,Medium-high,F&SN
Dewatto River,2017,2017-04-03,93,1.8,0.3,1.5,1,INDX,Medium-high,F&SN
Dewatto River,2017,2017-04-17,107,1.8,0.3,1.5,1,INDX,Medium-high,F&SN
Dewatto River,2017,2017-04-11,101,3,1.8,1.2,1,INDX,Medium-high,FOOT
Tahuya River,2017,2017-03-20,79,7.5,5,2.5,1,INDX,High,RAFT
Tahuya River,2017,2017-03-22,81,5,2.6,2.4,1,INDX,Medium-high,RAFT
Tahuya River,2017,2017-03-27,86,7.5,5,2.5,1,INDX,High,RAFT
Tahuya River,2017,2017-04-07,97,5,2.6,2.4,1,INDX,Medium-high,RAFT
Tahuya River,2017,2017-04-17,107,7.5,5,2.5,1,INDX,Medium-high,RAFT
Tahuya River,2017,2017-04-19,109,2.6,1,1.6,1,INDX,Medium-high,RAFT
Tahuya River,2017,2017-04-25,115,7.5,5,2.5,1,INDX,Medium,RAFT
Tahuya River,2017,2017-04-26,116,5,2.6,2.4,1,INDX,Medium,FOOT
Tahuya River,2017,2017-05-03,123,5,2.6,2.4,1,INDX,Medium-low,FOOT
Union River,2017,2017-03-23,82,1.7,0.3,1.4,1,INDX,Medium-high,FOOT
Union River,2017,2017-03-23,82,3,1.7,1.3,1,INDX,Medium-high,FOOT
Little Quilcene River,2017,2017-03-01,60,5.4,4.3,1.1,1,INDX,Medium-high,FOOT
Duckabush River,2017,2017-05-17,137,2.7,2.3,0.4,1,INDX,Medium,FOOT
Duckabush River,2017,2017-06-12,163,2.3,1.1,1.2,1,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-05-18,138,5.8,3.6,2.2,1,INDX,Medium-high,RAFT
"Skokomish River, SF",2017,2017-05-26,146,9,8,1,1,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-05-26,146,6.3,5.8,0.5,1,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-05-26,146,5.8,3.6,2.2,1,INDX,Medium,RAFT
"Skokomish River, SF",2017,2017-06-07,158,5,2.2,2.8,1,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-06-26,177,19,13.5,5.5,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-03-27,86,13.3,12.7,0.6,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-03-28,87,12.3,9,3.3,1,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-11,101,12.3,9,3.3,1,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-05,95,12.7,12.3,0.4,1,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-12,102,13.3,12.7,0.6,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-04,124,12.3,9,3.3,1,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-05,125,13.3,12.7,0.6,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-17,137,13.3,12.7,0.6,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-24,144,13.3,12.7,0.6,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-17,137,15.6,13.3,2.3,1,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-06-06,157,12.3,9,3.3,1,INDX,Low,RAFT
"Skokomish River, NF",2017,2017-06-07,158,13.3,12.7,0.6,1,INDX,Low,FOOT
"Skokomish River, NF",2017,2017-06-13,164,13.3,12.7,0.6,1,INDX,Low,FOOT
Hatchery Creek (Duck trib),2017,2017-04-05,95,0.1,0,0.1,1,INDX,Medium,FOOT
Duckabush River,2017,2017-04-25,115,2.7,2.3,0.4,1,INDX,High,FOOT
Big Beef Creek,2017,2017-02-23,54,5.8,2.8,3,2,INDX,Medium,FOOT
Big Beef Creek,2017,2017-03-08,67,5.8,2.8,3,2,INDX,Medium,FOOT
Dewatto River,2017,2017-04-03,93,3,1.8,1.2,2,INDX,Medium,FOOT
Tahuya River,2017,2017-04-07,97,7.5,5,2.5,2,INDX,Medium-high,RAFT
Tahuya River,2017,2017-05-03,123,7.5,5,2.5,2,INDX,Medium-low,FOOT
Duckabush River,2017,2017-05-09,129,1.1,0,1.1,2,INDX,Medium,RAFT
Duckabush River,2017,2017-05-17,137,2.3,1.1,1.2,2,INDX,Medium,RAFT
Duckabush River,2017,2017-05-17,137,1.1,0,1.1,2,INDX,Medium,RAFT
"Skokomish River, SF",2017,2017-05-10,130,0.8,0,0.8,2,INDX,Medium-high,RAFT
"Skokomish River, SF",2017,2017-05-18,138,0.8,0,0.8,2,INDX,Medium-high,RAFT
"Skokomish River, SF",2017,2017-05-18,138,9,8,1,2,INDX,Medium-high,RAFT
"Skokomish River, MS",2017,2017-05-18,138,8,6.3,1.7,2,INDX,Medium-high,RAFT
"Skokomish River, MS",2017,2017-05-18,138,6.3,5.8,0.5,2,INDX,Medium-high,RAFT
LeBar Creek (SF Skok trib),2017,2017-04-28,118,2,0,2,2,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2017,2017-04-28,118,2,0,2,2,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-19,139,7.8,6.8,1,2,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2017,2017-06-06,157,2.9,1.7,1.2,2,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-06-26,177,23.5,19,4.5,2,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-04-19,109,13.3,12.7,0.6,2,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-24,144,12.3,9,3.3,2,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-31,151,12.3,9,3.3,2,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-18,138,12.7,12.3,0.4,2,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-05,125,15.6,13.3,2.3,2,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-06-06,157,12.7,12.3,0.4,2,INDX,Low,RAFT
Duckabush River,2017,2017-04-18,108,2.7,2.3,0.4,2,INDX,High,FOOT
"Skokomish River, NF",2017,2017-04-11,101,12.7,12.3,0.4,3,INDX,Medium,RAFT
Tahuya River,2017,2017-04-21,111,5,2.6,2.4,3,INDX,Medium-high,F&SN
Dewatto River,2017,2017-03-21,80,3.3,3,0.3,3,SUPP,Medium-high,FOOT
Dewatto River,2017,2017-03-21,80,3,1.8,1.2,3,INDX,Medium-high,FOOT
Duckabush River,2017,2017-05-09,129,2.7,2.3,0.4,3,INDX,Medium,RAFT
"Skokomish River, MS",2017,2017-05-10,130,6.3,5.8,0.5,3,INDX,Medium-high,RAFT
"Skokomish River, MS",2017,2017-05-26,146,8,6.3,1.7,3,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-04-06,96,13.3,12.7,0.6,3,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-04-06,96,15.6,13.3,2.3,3,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-04-27,117,15.6,13.3,2.3,3,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-05-10,130,12.3,9,3.3,3,INDX,Medium,RAFT
"Skokomish River, NF",2017,2017-05-11,131,13.3,12.7,0.6,3,INDX,Medium,FOOT
Dewatto River,2017,2017-02-23,54,3,1.8,1.2,4,INDX,Medium-high,F&SN
Duckabush River,2017,2017-04-27,117,2.3,1.1,1.2,4,INDX,Medium,RAFT
"Skokomish River, SF",2017,2017-05-08,128,23.5,19,4.5,4,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-10,130,9,8,1,5,INDX,Medium-high,RAFT
"Skokomish River, SF",2017,2017-06-13,164,23.5,19,4.5,5,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-04-12,102,15.6,13.3,2.3,5,INDX,Medium,FOOT
Duckabush River,2017,2017-04-18,108,2.3,1.1,1.2,5,INDX,High,FOOT
Dewatto River,2017,2017-02-23,54,1.8,0.3,1.5,6,INDX,Medium-high,F&SN
Dewatto River,2017,2017-02-08,39,1.8,0.3,1.5,6,INDX,Medium-high,F&SN
"Skokomish River, SF",2017,2017-05-30,150,5,2.2,2.8,6,INDX,Medium,FOOT
Dewatto River,2017,2017-03-01,60,1.8,0,1.8,7,INDX,Medium-high,FOOT
Dewatto River,2017,2017-03-08,67,1.8,0,1.8,7,INDX,Medium-high,FOOT
"Skokomish River, SF",2017,2017-05-30,150,13.5,10,3.5,7,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-06-05,156,23.5,19,4.5,7,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-06-12,163,13.5,10,3.5,9,INDX,Medium,FOOT
Duckabush River,2017,2017-05-03,123,2.7,2.3,0.4,9,INDX,High,FOOT
"Skokomish River, MS",2017,2017-05-10,130,8,6.3,1.7,10,INDX,Medium-high,RAFT
"Skokomish River, SF",2017,2017-05-02,122,23.5,19,4.5,10,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-24,144,23.5,19,4.5,11,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-03,123,5,2.2,2.8,11,INDX,Medium,FOOT
"Skokomish River, NF",2017,2017-04-20,110,15.6,13.3,2.3,12,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-18,138,23.5,19,4.5,13,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-06-12,163,19,13.5,5.5,14,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-01,121,13.5,10,3.5,15,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-19,139,13.5,10,3.5,15,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2017,2017-05-22,142,2,0,2,15,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2017,2017-05-23,143,8,3,5,15,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-31,151,23.5,19,4.5,16,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-09,129,23.5,19,4.5,18,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2017,2017-05-16,136,2,0,2,19,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-17,137,19,13.5,5.5,21,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-01,121,19,13.5,5.5,22,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-09,129,19,13.5,5.5,22,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-19,139,5,2.2,2.8,22,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-06-01,152,19,13.5,5.5,22,INDX,Medium,FOOT
"Skokomish River, SF",2017,2017-05-10,130,13.5,10,3.5,26,INDX,Medium,FOOT
Big Beef Creek,2018,2018-02-05,36,3,0,3,0,INDX,Medium,FOOT
Big Beef Creek,2018,2018-02-21,52,3,0,3,0,INDX,Low,FOOT
Big Beef Creek,2018,2018-02-28,59,3,0,3,0,INDX,Low,FOOT
Big Beef Creek,2018,2018-03-07,66,3,0,3,0,INDX,Low,FOOT
Big Beef Creek,2018,2018-04-09,99,3,0,3,0,INDX,Medium-high,FOOT
Big Beef Creek,2018,2018-02-05,36,6.5,3,3.5,0,INDX,Medium,FOOT
Duckabush River,2018,2018-02-13,44,2.7,2.3,0.4,0,INDX,Medium,FOOT
Duckabush River,2018,2018-02-13,44,1.1,0,1.1,0,INDX,Medium,RAFT
Hatchery Creek (Duck trib),2018,2018-02-13,44,0.1,0,0.1,0,INDX,Medium,FOOT
Snow Creek,2018,2018-02-15,46,0.8,0,0.8,0,INDX,Medium,FOOT
Snow Creek,2018,2018-04-27,117,0.8,0,0.8,0,INDX,Medium,FOOT
Snow Creek,2018,2018-05-19,139,0.8,0,0.8,0,INDX,Low,FOOT
Snow Creek,2018,2018-05-26,146,0.8,0,0.8,0,INDX,Low,FOOT
Dewatto River,2018,2018-02-09,40,3,1.8,1.2,0,INDX,Medium,F&SN
Dewatto River,2018,2018-02-09,40,1.8,0.3,1.5,0,INDX,Medium,F&SN
Dewatto River,2018,2018-02-20,51,1.8,0.3,1.5,0,INDX,Low,F&SN
Dewatto River,2018,2018-03-05,64,1.8,0.3,1.5,0,INDX,Low,F&SN
Dewatto River,2018,2018-04-02,92,1.8,0.3,1.5,0,INDX,Low,F&SN
Dewatto River,2018,2018-04-20,110,3,1.8,1.2,0,INDX,Medium-high,F&SN
Dewatto River,2018,2018-04-20,110,1.8,0.3,1.5,0,INDX,Medium-high,F&SN
Tahuya River,2018,2018-02-12,43,7.5,5,2.5,0,INDX,Medium,F&SN
Tahuya River,2018,2018-02-12,43,5,2.6,2.4,0,INDX,Medium,F&SN
Tahuya River,2018,2018-02-12,43,,,,0,INDX,Medium,F&SN
Tahuya River,2018,2018-02-26,57,5,2.6,2.4,0,INDX,Medium-low,F&SN
Tahuya River,2018,2018-02-26,57,2.6,1,1.6,0,INDX,Medium-low,F&SN
Tahuya River,2018,2018-03-26,85,5,2.6,2.4,0,INDX,Medium-low,F&SN
Tahuya River,2018,2018-04-23,113,7.5,5,2.5,0,INDX,Medium-low,F&SN
Tahuya River,2018,2018-04-23,113,5,2.6,2.4,0,INDX,Medium-low,F&SN
Tahuya River,2018,2018-04-23,113,1,0.6,0.4,0,INDX,Medium-low,F&SN
Tahuya River,2018,2018-05-01,121,5,2.6,2.4,0,INDX,Medium-high,RAFT
Tahuya River,2018,2018-05-09,129,2.6,1,1.6,0,INDX,Medium-low,FOOT
Tahuya River,2018,2018-04-16,106,2.6,2.6,0,0,SPOT,High,FOOT
Dewatto River,2018,2018-03-08,67,1.8,0.3,1.5,0,INDX,Low,FOOT
Dewatto River,2018,2018-03-15,74,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2018,2018-04-11,101,1.8,0.3,1.5,0,INDX,Medium-high,FOOT
Dewatto River,2018,2018-04-16,106,1.8,1.8,0,0,SPOT,High,FOOT
Dewatto River,2018,2018-04-27,117,3,1.8,1.2,0,INDX,Medium,FOOT
Dewatto River,2018,2018-04-27,117,1.8,0.3,1.5,0,INDX,Medium,FOOT
Union River,2018,2018-03-22,81,4,3,1,0,SUPP,Medium,FOOT
Union River,2018,2018-04-19,109,1.7,0.3,1.4,0,INDX,Medium,FOOT
Tahuya River,2018,2018-03-02,61,11,10,1,0,INDX,Low,FOOT
Tahuya River,2018,2018-03-23,82,11,10,1,0,INDX,Low,FOOT
Tahuya River,2018,2018-03-23,82,10,7.5,2.5,0,INDX,Low,FOOT
Tahuya River,2018,2018-04-11,101,11,10,1,0,INDX,Medium,FOOT
